job,trace,sha256,episodes
position_x0_3_t7_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t7_max_value__libero_object_temp__task7__init1__max_value__l0p0__query_traces.parquet,50095e0bd06ac6cea3d3bf872cdfc115a71d96535ac6c72ee7ed7857374970b4,1
position_x0_3_t7_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t7_winner__libero_object_temp__task7__init1__trajectory_medoid__l1p0__query_traces.parquet,1796b7c11a1eb3ae6151e40ea12593e84da20799f4d264fce6c15456f72051b0,1
position_x0_3_t8_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t8_first__libero_object_temp__task8__init1__first__l0p0__query_traces.parquet,1957ad87ac147aee7d45ad0df6c4c6f66dc3ef61683856592742f932da65f258,1
position_x0_3_t8_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t8_max_value__libero_object_temp__task8__init1__max_value__l0p0__query_traces.parquet,c32f40a46aef71d682f43198efe9d7dd6e70f5b534b291340340a005c4192296,1
position_x0_3_t8_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t8_winner__libero_object_temp__task8__init1__trajectory_medoid__l1p0__query_traces.parquet,bac068e908914314ed03cec5adafafa2ce342998a1adbeb21822400c7c4c6d29,1
position_x0_3_t9_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t9_first__libero_object_temp__task9__init1__first__l0p0__query_traces.parquet,b57bc2c1d0a52adddf8b35b5df947ad38d899f7a9297b7c642efb129495acbca,1
position_x0_3_t9_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t9_max_value__libero_object_temp__task9__init1__max_value__l0p0__query_traces.parquet,e8bda29b914d07307c7344a9de1df8a2853f1e1841562af884f55434318487a5,1
position_x0_3_t9_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t9_winner__libero_object_temp__task9__init1__trajectory_medoid__l1p0__query_traces.parquet,91f34c64f3f0769e7dde29a67f63a5588e9301d83dd7aa24cc169f3f11b76313,1
position_x0_4_t0_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t0_first__libero_object_temp__task0__init1__first__l0p0__query_traces.parquet,71935c57597f4cb007201e3f90abf9563e21b7009177157af06a445fbd3ec945,1
position_x0_4_t0_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t0_max_value__libero_object_temp__task0__init1__max_value__l0p0__query_traces.parquet,4081a5750b263906a5e68d40355129f32f1be5373f7304071c6847311737946c,1
position_x0_4_t0_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t0_winner__libero_object_temp__task0__init1__trajectory_medoid__l1p0__query_traces.parquet,458b24dba5d8c883d213e9990223dbd0ed32926738862cda6d367f16982442c1,1
position_x0_4_t1_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t1_first__libero_object_temp__task1__init1__first__l0p0__query_traces.parquet,638f4dcd29baabfdf14c37d79a7316296f154f94116b28e7ca8e2fe01e4cc312,1
position_x0_4_t1_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t1_max_value__libero_object_temp__task1__init1__max_value__l0p0__query_traces.parquet,5270c8307a90e19c2f51a0d858b70e3e33f25cff48ba1f8003beee674f888f3c,1
position_x0_4_t1_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t1_winner__libero_object_temp__task1__init1__trajectory_medoid__l1p0__query_traces.parquet,d24ab0c7ba8e9bd878b79ca96e4e8d494c860f8913babbb5cf85c5d049f60a23,1
position_x0_4_t2_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t2_first__libero_object_temp__task2__init1__first__l0p0__query_traces.parquet,dfa35b0eb3e22abb0a3c1755cbe5f364b90416d7b01999fe73e60301bb628d4d,1
position_x0_4_t2_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t2_max_value__libero_object_temp__task2__init1__max_value__l0p0__query_traces.parquet,2640238bcfcdd506e32956788d2443cc41e3660f64666e731f23c615636d6def,1
position_x0_4_t2_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t2_winner__libero_object_temp__task2__init1__trajectory_medoid__l1p0__query_traces.parquet,2760836173b44e7cce707ccb23f404365c1dd7b26199db4e88c9c6a06e41ab2f,1
position_x0_4_t3_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t3_first__libero_object_temp__task3__init1__first__l0p0__query_traces.parquet,995b71678d1253c05d82bccee4e17c77df6689895cfd49dfb99952e0742cf13f,1
position_x0_4_t3_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t3_max_value__libero_object_temp__task3__init1__max_value__l0p0__query_traces.parquet,1fcd4ccdae4e2148fe74f57d2797cd3b4e0acff8dd5bfd9b703231bddf1f3aab,1
position_x0_4_t3_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t3_winner__libero_object_temp__task3__init1__trajectory_medoid__l1p0__query_traces.parquet,dc5b3ba7fa09c3210703c67edc8fec816ff503a597e80e7fa44dbc1162a3a40a,1
position_x0_4_t4_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t4_first__libero_object_temp__task4__init1__first__l0p0__query_traces.parquet,076787e96b25ecdcd5ccc551db03baec26105d616815cd1a4423fc275916fb37,1
position_x0_4_t4_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t4_max_value__libero_object_temp__task4__init1__max_value__l0p0__query_traces.parquet,1144622e0620a65914f325af757fa9993397e272134d3214c3853edb9ad64d25,1
position_x0_4_t4_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t4_winner__libero_object_temp__task4__init1__trajectory_medoid__l1p0__query_traces.parquet,45aff8e67927a6f200e80426d4fbdcea05c21792d3ba7f7497be8fa57755d6ed,1
position_x0_4_t5_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t5_first__libero_object_temp__task5__init1__first__l0p0__query_traces.parquet,428e8714e50c94dfc9942276421ea8ada8e0937ad88058aab1c206c8276eb998,1
position_x0_4_t5_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t5_max_value__libero_object_temp__task5__init1__max_value__l0p0__query_traces.parquet,a96d7665aa72a1ec7605cab752a26d1149fffd284f275e00a3b76eac3ec3e03e,1
position_x0_4_t5_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t5_winner__libero_object_temp__task5__init1__trajectory_medoid__l1p0__query_traces.parquet,f408f9c4de4a14da71dbc47e8aab86cea7a5a46f1875135c762808fffa9f8856,1
position_x0_4_t6_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t6_first__libero_object_temp__task6__init1__first__l0p0__query_traces.parquet,5fef5215bd26488d646f96c6c68a3482565d702057feac7d3f258bc39a156052,1
position_x0_4_t6_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t6_max_value__libero_object_temp__task6__init1__max_value__l0p0__query_traces.parquet,0501be26f286e9c8845d2c9d3da0d023c4da1ac1de527037f61421a7cc9310d4,1
position_x0_4_t6_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t6_winner__libero_object_temp__task6__init1__trajectory_medoid__l1p0__query_traces.parquet,e02ff814fb58428c9c348dae22808b4f4895501bf7fda456eb1c6a0bf9edd0b2,1
position_x0_4_t7_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t7_first__libero_object_temp__task7__init1__first__l0p0__query_traces.parquet,4a2e0f33cd26cf2f66db8c5b82b0c38bf8b2cd8c87a21df0ca88418dc796edbe,1
position_x0_4_t7_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t7_max_value__libero_object_temp__task7__init1__max_value__l0p0__query_traces.parquet,3558738e5d79224a0ff530db1000b524eb3232c5b887e44ac7e776504c7dcf45,1
position_x0_4_t7_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t7_winner__libero_object_temp__task7__init1__trajectory_medoid__l1p0__query_traces.parquet,31d75487598e0cd09aa67fd65d7e7024ebdff0fdd625e1ff3229b36cdec84d7e,1
position_x0_4_t8_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t8_first__libero_object_temp__task8__init1__first__l0p0__query_traces.parquet,afbba234e00a73e521b59b2f4b416bd088bd043ff1e9a6a5925841d690971030,1
position_x0_4_t8_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t8_max_value__libero_object_temp__task8__init1__max_value__l0p0__query_traces.parquet,2cc99b4dbb4a86db21b73af9401b6382aa50fe9e17b55179a02e4998be1f07fd,1
position_x0_4_t8_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t8_winner__libero_object_temp__task8__init1__trajectory_medoid__l1p0__query_traces.parquet,04592dadb9ac35b55330d8f1c2c0976021b602360c9ae45c9c3709c793d7930c,1
position_x0_4_t9_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t9_first__libero_object_temp__task9__init1__first__l0p0__query_traces.parquet,04ad1e12b4d95eac4314959fc654a408ac6c20dce57204489a62cab53c067620,1
position_x0_4_t9_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t9_max_value__libero_object_temp__task9__init1__max_value__l0p0__query_traces.parquet,de2edcee6f4fd62170786fb8b7897ed5b55f9f40c405fe899ccdf64956f9a3c3,1
position_x0_4_t9_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_4_t9_winner__libero_object_temp__task9__init1__trajectory_medoid__l1p0__query_traces.parquet,c65571d0710e313f66494215f860be3c2f652e4b8ef7ab833cc0f26f3f1a9664,1
position_x0_5_t0_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t0_first__libero_object_temp__task0__init1__first__l0p0__query_traces.parquet,32429b6e8ea8e448bd81c62d3c96b142028979044fce7cd79bbd776f6c7ea8c1,1
position_x0_5_t0_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t0_max_value__libero_object_temp__task0__init1__max_value__l0p0__query_traces.parquet,ad2e997779abfa85e619a5a26da6b03df091dff4cf0b2a6aa9532e81d0cce830,1
position_x0_5_t0_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t0_winner__libero_object_temp__task0__init1__trajectory_medoid__l1p0__query_traces.parquet,3e3034cebb124d3834b78673483829c7cd6ae07417c872bebf85ee7c0ad9aed5,1
position_x0_5_t1_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t1_first__libero_object_temp__task1__init1__first__l0p0__query_traces.parquet,51f254925a620fec27fb9fb77cf1d002d8cdf7dd96e9991fdbe06bb2d834371f,1
position_x0_5_t1_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t1_max_value__libero_object_temp__task1__init1__max_value__l0p0__query_traces.parquet,7a0238c206b8379e4073d583e5d61e7afc561ab823bf0c9fda3d92b3b95db357,1
position_x0_5_t1_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t1_winner__libero_object_temp__task1__init1__trajectory_medoid__l1p0__query_traces.parquet,dd6f8be821dc354434eaa2f80a2ac1ad937be23f1c92cae6e780cabbfe98321e,1
position_x0_5_t2_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t2_first__libero_object_temp__task2__init1__first__l0p0__query_traces.parquet,f4a79961aac29b2ef332795fcb0498397852b6b019f4977505fa948adf2de30a,1
position_x0_5_t2_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t2_max_value__libero_object_temp__task2__init1__max_value__l0p0__query_traces.parquet,fbabfe350a96ce8b40046576647c03bafb057b7e11ae34f01fca07681b919d0e,1
position_x0_5_t2_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t2_winner__libero_object_temp__task2__init1__trajectory_medoid__l1p0__query_traces.parquet,985201ea0ee8c4741d3e174fb981dad427da49c58fe071f2dfb57e8e82ff7886,1
position_x0_5_t3_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t3_first__libero_object_temp__task3__init1__first__l0p0__query_traces.parquet,40762b04207841ebd4877e74315031bac40533be1237a913b713e763178de69e,1
position_x0_5_t3_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t3_max_value__libero_object_temp__task3__init1__max_value__l0p0__query_traces.parquet,b28305f7cf85ffb37c05f1c01f08c663363593d26f7a3bd979660bb24c69421b,1
position_x0_5_t3_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t3_winner__libero_object_temp__task3__init1__trajectory_medoid__l1p0__query_traces.parquet,da542dc5c48369c68a84080a40b911f2f0e504d590f42f347332da0d45073e2c,1
position_x0_5_t4_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t4_first__libero_object_temp__task4__init1__first__l0p0__query_traces.parquet,9681a1e081b0a8d20b7d138c38e97016221b7d75a6aa051c2ef9e560ced869d7,1
position_x0_5_t4_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t4_max_value__libero_object_temp__task4__init1__max_value__l0p0__query_traces.parquet,1978b194c49837f074c508521b3c792d73a7137ed5851916eed3d222a4288e79,1
position_x0_5_t4_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t4_winner__libero_object_temp__task4__init1__trajectory_medoid__l1p0__query_traces.parquet,a16bda66f3df62511662a45d6d48cf5045ea07c8bbec91fe8f5cf57010cb2345,1
position_x0_5_t5_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t5_first__libero_object_temp__task5__init1__first__l0p0__query_traces.parquet,2cb1157826305c865fc61380fdc5a92ae87c109079db3b53c2d50c6c1a61a673,1
position_x0_5_t5_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t5_max_value__libero_object_temp__task5__init1__max_value__l0p0__query_traces.parquet,d97a1c050a96c3e99001d2cd7b70059c2c29f0748848948595f371233d2cb446,1
position_x0_5_t5_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t5_winner__libero_object_temp__task5__init1__trajectory_medoid__l1p0__query_traces.parquet,b4753c2004256e137bba4a3fea4674765c0154b0832db29225781a4f0360d4c8,1
position_x0_5_t6_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t6_first__libero_object_temp__task6__init1__first__l0p0__query_traces.parquet,12e54d106da453da8b58e86c3fbfcc6981564474c6dd0edd33df5e757f705136,1
position_x0_5_t6_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t6_max_value__libero_object_temp__task6__init1__max_value__l0p0__query_traces.parquet,62326ac568dd1cf9a6db2089d8142bdbc59effcfd4cbb9a6d28ab5a67448c2a5,1
position_x0_5_t6_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t6_winner__libero_object_temp__task6__init1__trajectory_medoid__l1p0__query_traces.parquet,1e3152b9ec794751dcd132fe6e0953a271b52bbe3044f588f8b3b736b1dd7f22,1
position_x0_5_t7_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t7_first__libero_object_temp__task7__init1__first__l0p0__query_traces.parquet,cd9c061268f2b77b48a68d3a674f732422f719ec95a499ffcbad297efbc87dbc,1
position_x0_5_t7_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t7_max_value__libero_object_temp__task7__init1__max_value__l0p0__query_traces.parquet,72e67740881542176253a05cf443f75329ef9ec4d2ee52aeba8f429967232eb0,1
position_x0_5_t7_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t7_winner__libero_object_temp__task7__init1__trajectory_medoid__l1p0__query_traces.parquet,19bbc280f883ef9338e9ecedfe7e26b29bedecb7085e96c36a2a5173c0423b62,1
position_x0_5_t8_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t8_first__libero_object_temp__task8__init1__first__l0p0__query_traces.parquet,7ccf921f9e0696933d90ee6d2e2143bfea83e57469d49cfdb34edcb0d15a0d19,1
position_x0_5_t8_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t8_max_value__libero_object_temp__task8__init1__max_value__l0p0__query_traces.parquet,d56719fa1a8def9fd4398cd0e81ce71e6ef8cae33fa55b975ace045bf4c8bb65,1
position_x0_5_t8_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t8_winner__libero_object_temp__task8__init1__trajectory_medoid__l1p0__query_traces.parquet,cac7df86407f59e93e16fa28ccbfc0a1fa5d358567d6a361bb7c787c4a585eca,1
position_x0_5_t9_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t9_first__libero_object_temp__task9__init1__first__l0p0__query_traces.parquet,2dd6f7dcee772b51abdd904803a16c4801919250d81293dac115e44758318aca,1
position_x0_5_t9_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t9_max_value__libero_object_temp__task9__init1__max_value__l0p0__query_traces.parquet,2627b61a1fa6e02e2e35837d6447c68ab91659537d4e966d984a9c7777254103,1
position_x0_5_t9_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_5_t9_winner__libero_object_temp__task9__init1__trajectory_medoid__l1p0__query_traces.parquet,77f26b82eafffa4504bd22cf220a355ef2ffab50f3780b879ab0c2a3264869c7,1
position_y0_1_t0_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_y0_1_t0_first__libero_object_temp__task0__init1__first__l0p0__query_traces.parquet,7c7a00c7ea140a71c31134f63d598c393d7e7e29040c828d08911fc0b739da4b,1
position_y0_1_t0_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_y0_1_t0_max_value__libero_object_temp__task0__init1__max_value__l0p0__query_traces.parquet,4deb058dcc451ac4c45c500a632c3ca952e59c6f92e70605d7041c8d5c651ec1,1
